,data_value
178,1100619442
179,216902696
180,113284251
181,600592283
182,348211689
183,1412922653
184,504220973
185,276908525
186,1589924138
187,1269287332
188,1701651730
189,1583173301
190,1862750744
191,223084058
192,1446825162
193,524495384
194,261968843
195,335811588
196,1684192776
197,250866293
198,55649304
199,1816621346
200,185899136
201,809468731
202,155002126
203,1545203879
204,23127876
205,305041446
206,1865125282
207,1681726795
208,977987010
209,356316822
210,1619761139
211,690777632
212,1441093360
213,618851719
214,913167700
215,1283427314
216,1031332899
217,1231242973
218,1698970396
219,559548645
220,868850524
221,138603178
222,77019001
223,2119580279
224,1264118268
225,774972360
226,2124245442
227,1023332836
228,215583993
229,1821711705
230,1236747939
231,1626601806
232,91237213
233,789682055
234,1283765198
235,1191602254
236,1472507665
237,789899365
238,1462126604
239,2111294251
240,386090585
241,1537179535
242,322982041
243,980094982
244,1262313951
245,285265862
246,1011607461
247,1259738014
248,369529146
249,2049278221
250,1277911688
251,1536779361
252,377024008
253,1191025878
254,1691538741
255,1827133940
256,1372015178
257,1917985944
258,376022587
259,1394715654
260,1958714988
261,317852537
262,263863513
263,1934402829
264,63549361
265,1593460811
266,526794381
267,1638801815
268,206795069
269,1428748731
270,1042673307
271,1954127809
272,1687363124
273,1997471971
274,1946903801
275,2144202946
276,1268475280
277,820236224
278,1668736296
279,1035074348
280,272142968
281,544207803
282,913948263
283,1424462863
284,655777745
285,943443567
286,875475778
287,57720676
288,487775891
289,43465675
290,1763409900
291,1755504483
292,1523570681
293,1294178023
294,1575205391
295,537728218
296,2034336554
297,664088608
298,765366138
299,96051282
300,1034276900
301,1470869280
302,1902288047
303,1864125512
304,1848399261
305,1249030247
306,831550120
307,954373669
308,510261418
309,450197159
310,2012779842
311,559679301
312,911997825
313,1512604205
314,1125800721
315,1664147189
316,1556134079
317,1329490987
318,1418210123
319,84020986
320,2057777110
321,1852249444
322,1378973001
323,1312099474
324,76417379
325,177065626
326,1254395678
327,71479852
328,1229375752
329,50798986
330,1387194466
331,528631833
332,1229205666
333,171692455
334,1231140156
335,1519631619
336,1987312070
337,153053213
338,602073440
339,1415650583
340,422638301
341,257095754
342,1765954819
343,1129562401
344,930879391
345,1113767105
346,910490709
347,193867253
348,2141829736
349,1071649481
350,2118833477
351,139473202
352,707115118
353,1641658368
354,2026590431
355,186001271
356,1392003715
357,1252168346
358,790549
359,357275227
360,1685850086
361,768247625
362,2113620651
363,1931073716
364,1079925317
365,1786248221
366,732173643
367,724852548
368,20546863
369,701257920
370,308543901
371,2064306560
372,1592554772
373,2115843364
374,1507274482
375,2115193471
376,27213287
377,501318482
378,1707786799
379,712513383
380,1185902678
381,431772665
382,655020072
383,1702527780
384,153708388
385,2018703061
386,217016763
387,899956634
388,1122955395
389,1009849436
390,294813961
391,15976615
392,2118847697
393,1728675271
394,1496485531
395,671522313
396,1957348399
397,1602065917
398,2071554580
399,894369909
400,389153828
401,1270158251
402,1908359095
403,644642498
404,1415716783
405,576000101
406,990118231
407,108680919
408,158744589
409,160514910
410,739670634
411,1235447390
412,894085163
413,706434261
414,1270941244
415,856415161
416,1418834106
417,1506309651
418,164618056
419,571442213
420,2110372335
421,2109015072
422,1451900229
423,825142825
424,1215790979
425,599889973
426,782402423
427,134162539
428,2073997594
429,1541432835
430,397258370
431,871082845
432,1825292781
433,795115818
434,371501579
435,850771251
436,1526022611
437,1599554900
438,1091371921
439,1800456487
440,767169309
441,1102312264
442,547016975
443,1058670907
444,136529294
445,1731341563
446,57045983
447,378221147
448,1610236271
449,1209072208
450,1393973771
451,423894888
452,717833093
453,1491642560
454,25792959
455,1361521474
456,1688809261
457,2089111083
458,1591642347
459,1708945995
460,593794602
461,1838883638
462,1685098265
463,172365324
464,822947232
465,754205102
466,510389260
467,954270476
468,1412779837
469,117940940
470,131414379
471,251442513
472,807906811
473,610941592
474,749494850
475,2042062110
476,1497206633
477,61875710
478,681682040
479,1384497100
480,1147947273
481,724211868
482,1296075299
483,67540685
484,527041431
485,1569810853
486,52219026
487,370581567
488,1684245131
489,1214402137
490,1985976451
491,1411893736
492,794195806
493,1654535484
494,1449231487
495,213190545
496,1374473913
497,760159854
498,1628110696
499,226256147
500,1429106832
501,1694660925
502,405786891
503,1666558450
504,2067502884
505,2015791704
506,1319252124
507,887235407
508,672150636
509,616073629
510,1604438336
511,58558384
512,1518282484
513,265244197
514,1040601147
515,728689175
516,1830073266
517,329533712
518,536872128
519,250790812
520,1620726950
521,1300733557
522,277697764
523,623466704
524,523701801
525,184776709
526,1491085524
527,964755552
528,1902224742
529,177845538
530,948374043
531,236945692
532,735215220
533,276658100
534,862905020
535,2141851547
536,1520300286
537,66192563
538,330589952
539,1766253207
540,1124660485
541,1162899292
542,140437739
543,1576126891
544,1939761397
545,704322948
546,550178814
547,1675237713
548,484482255
549,476979449
550,95912072
551,25689502
552,2057164775
553,244014656
554,2058688383
555,1918326283
556,490976018
557,503207717
558,1020845597
559,547113315
560,765811646
561,359682132
562,1336091282
563,415888069
564,1092008201
565,1133543501
566,1042240676
567,1846481907
568,1319852022
569,1601509529
570,202698467
571,37159289
572,971459800
573,955666264
574,1341162210
575,660214198
576,699887920
577,862266797
578,2095267645
579,1010401813
580,2057592798
581,696923509
582,856395402
583,630617082
584,1824040737
585,148006674
586,1639508639
587,33655251
588,1624295084
589,1024992448
590,806173530
591,814242719
592,1112223126
593,1443382478
594,1130236957
595,1955586065
596,1998005321
597,59666268
598,1312651504
599,1824405068
600,428524627
601,1321668872
602,565454934
603,1402341480
604,1389300873
605,1305021430
606,1011497771
607,558940010
608,696971677
609,2030139013
610,654577897
611,1436478786
612,436538446
613,410810507
614,319386378
615,1886513089
616,2029010806
617,1622857391
618,1493584597
619,535381269
620,1921295530
621,1065021415
622,835796141
623,281119478
624,1180669605
625,87659322
626,165960104
627,1060247172
628,459523442
629,1518713594
630,734729691
631,1608994993
632,1327980724
633,1947425454
634,1401323116
635,157133086
636,169066529
637,1352166753
638,1478497901
639,1323271377
640,755485608
641,528195811
642,1577029818
643,338439273
644,1477208056
645,2109827153
646,1079761864
647,1788264209
648,552801991
649,350317770
650,464878365
651,1699619593
652,2117874197
653,1114894324
654,1148726798
655,231798765
656,1594380937
657,2126372031
658,2086542530
659,1472654141
660,1667246530
661,656503665
662,675420043
663,1251087746
664,666716450
665,1526768357
666,876853356
667,1208821125
668,446419858
669,59228540
670,2080457982
671,782331886
672,977129279
673,1866345558
674,608620
675,117422324
676,1459080599
677,1945918551
678,1250959289
679,1387713371
680,2105380248
681,611965953
682,1582787732
683,26393605
684,999129935
685,1761055999
686,545670137
687,901032283
688,2019400960
689,709649475
690,2035764337
691,478254721
692,273137681
693,1329678593
694,1383737136
695,1107058765
696,1155370165
697,1530068997
698,1722705142
699,2138457506
700,1277219493
701,2100206632
702,844772542
703,757552447
704,576366730
705,1681480179
706,374084242
707,1191123062
708,2065513785
709,1482366986
710,547958843
711,2137644851
712,1260235867
713,776558206
714,569076638
715,1895811756
716,2143933019
717,1784745700
718,269272153
719,1711466768
720,1321022616
721,970153119
722,779726635
723,1083950373
724,709490309
725,1597718942
726,1687782290
727,2003833818
728,2078630209
729,649745309
730,1272863801
731,1927895025
732,347709872
733,154774833
734,583571336
735,534943555
736,1107970784
737,2000499779
738,2125093699
739,786654994
740,1365844490
741,1092532738
742,2132932468
743,353378421
744,1100429513
745,57796442
746,422777004
747,1521974093
748,553774737
749,1622157793
750,1288293756
751,1659212356
752,1350266409
753,1212324566
754,57043097
755,1785132458
756,1592601555
757,1080935446
758,1319979211
759,1444408930
760,2017169497
761,2084731764
762,64622736
763,1729709656
764,744618020
765,1586671321
766,424355367
767,2055247556
768,718284097
769,757750573
770,2029043287
771,1046392973
772,890405379
773,1057559739
774,747949163
775,342435211
776,1623302835
777,144764995
778,390849490
779,1072094123
780,1331582199
781,1296570001
782,1999130444
783,1484621577
784,361961515
785,1110060814
786,873085753
787,403878562
788,911648024
789,1335080743
790,1297558139
791,75315026
792,1158711863
793,795173630
794,2050500059
795,1956445963
796,976289761
797,711908711
798,2054705011
799,551075974
800,442363822
801,722243504
802,1496636700
803,813244464
804,101492546
805,1390124699
806,93496103
807,1810076337
808,808809950
809,1209769817
810,2031913866
811,1943224903
812,1109039274
813,380684592
814,682791000
815,1750814134
816,775454731
817,1592469565
818,342162946
819,1177841737
820,129160381
821,394355687
822,1899001150
823,2091546611
824,1666700599
825,312157858
826,529030758
827,914675829
828,1742854352
829,2067714409
830,1113669631
831,942404009
832,471770819
833,381496113
834,606668142
835,315582809
836,1831720406
837,937504768
838,76439871
839,192872184
840,967963002
841,1189205523
842,1215435513
843,197025725
844,1310288367
845,1666807665
846,1516370193
847,1559343471
848,1336747596
849,1550267920
850,2084483943
851,511709564
852,884108449
853,891915564
854,1735059711
855,1596780332
856,1834501350
857,2071471629
858,1815613433
859,686971811
860,834053754
861,1027920344
862,1173419334
863,33413907
864,676319420
865,712493810
866,1934471032
867,110194159
868,981162986
869,1918521835
870,599691890
871,1916870594
872,1318218031
873,2093165673
874,2083836865
875,1901141554
876,1227551686
877,1973548103
878,65141740
879,1990038988
880,976598072
881,1083339134
882,368675756
883,873578368
884,826164890
885,297854409
886,300115222
887,1803403638
888,1767670149
889,2065296373
890,253255424
891,1397578214
892,585023672
893,1371272427
894,1474491057
895,133165673
896,1637531374
897,437761772
898,1999354430
899,1322611861
900,1494278684
901,549182288
902,1966470450
903,1782602169
904,181319331
905,1596885461
906,1712468675
907,1085926737
908,789298758
909,806104059
910,301717235
911,1811399276
912,1606163830
913,444903145
914,1701882688
915,1195985945
916,1481892702
917,550068214
918,70906302
919,144638130
920,1820795080
921,42516422
922,998072142
923,200166760
924,2075287258
925,1655705358
926,257162333
927,2132251078
928,1881261964
929,1579162622
930,640619475
931,1325278716
932,1894365797
933,604546891
934,1180562118
935,745680477
936,1011392325
937,1767187098
938,1464007505
939,1217538647
940,1175294491
941,980048205
942,1484536830
943,938884975
944,1784950102
945,876109110
946,1535163036
947,1279110771
948,314195239
949,1513142605
950,1903745601
951,130578353
952,1716452251
953,1381399386
954,1755425788
955,2042983988
956,618083579
957,1694865919
958,1680620827
959,1439318145
960,601949109
961,584140179
962,1151280845
963,769135413
964,1883491487
965,258134870
966,746661780
967,936933247
968,1429931817
969,1164864870
970,1808892582
971,177372709
972,645053218
973,1355233204
974,301835702
975,1407962712
976,349902730
977,2045595974
978,159890736
979,158347538
980,1010620298
981,125942103
982,1660951642
983,1951259658
984,796920272
985,1027186878
986,409624722
987,160571513
988,2052366356
989,1976605588
990,1688731319
991,393982045
992,1214589263
993,155613925
994,1779500417
995,1467255895
996,1462289179
997,1040025476
998,114537210
999,21124308
