,data_value
329,384263781
330,494624378
331,1897450210
332,1728104156
333,206391565
334,1570047908
335,918235941
336,211636042
337,1965412801
338,1204523246
339,140956413
340,1098001144
341,417174537
342,2117575135
343,417082424
344,629835327
345,1977047074
346,1847376935
347,512894235
348,515266312
349,1156802876
350,1566998815
351,1940520438
352,463712196
353,1452602205
354,124814881
355,1052972371
356,1996646848
357,5046895
358,269500992
359,1704128565
360,1535691547
361,1683396444
362,762341170
363,706385070
364,1957261282
365,1671536824
366,1978214559
367,720812471
368,842805508
369,1142995432
370,1388613378
371,1775005335
372,1719811718
373,80968005
374,888177960
375,2053322771
376,1115741771
377,184659164
378,641620731
379,1086403674
380,1859634777
381,965376688
382,1449786641
383,342164809
384,339824302
385,272165776
386,1098175513
387,1653730145
388,1521107166
389,1834347529
390,492833646
391,1903028453
392,1150192360
393,693510304
394,130034107
395,1615755024
396,1403695361
397,1632621892
398,65422028
399,337393212
400,1690910998
401,275496858
402,1222471284
403,891097331
404,2067834514
405,582401861
406,1509629575
407,116855178
408,1702921572
409,1072275777
410,1926108239
411,62198955
412,97919027
413,121710501
414,966520687
415,1865218392
416,1646407142
417,1372622849
418,1701611299
419,1181594247
420,346651576
421,1822961487
422,1395929011
423,1016906287
424,1656719866
425,1439866068
426,105586166
427,1486752008
428,149975609
429,1270558520
430,1239136703
431,96520597
432,834903414
433,1656621873
434,1453734585
435,368873930
436,266969474
437,2069273444
438,1330184828
439,168887731
440,989022977
441,391221595
442,23178403
443,1243740637
444,1942135061
445,1068601831
446,456123347
447,1685951622
448,1673629420
449,2146651081
450,1094977158
451,1351842287
452,1136061463
453,90933028
454,1895025032
455,617652317
456,1171665432
457,215874979
458,170635844
459,189970283
460,1310325660
461,781833139
462,2065909570
463,1751168904
464,1090096917
465,905748595
466,1555405823
467,32271900
468,1748867287
469,108519130
470,1452852461
471,1684193303
472,1527421668
473,383172177
474,1199918108
475,1761452004
476,5834714
477,1953774302
478,114132683
479,1099250356
480,765096009
481,1176035971
482,2138694342
483,1324196255
484,852231052
485,1716316142
486,2133912697
487,1097487851
488,2126456699
489,581587438
490,1444441530
491,813073191
492,987838124
493,1267835588
494,1092209083
495,906219600
496,752720846
497,1953684799
498,359249651
499,886694405
500,650986344
501,901334519
502,532604829
503,590444487
504,598077553
505,1893639457
506,1936759967
507,1519611475
508,1538109580
509,589520871
510,1477175688
511,2094025112
512,799759895
513,895221380
514,1869190628
515,883085783
516,1332409092
517,138131487
518,1014988524
519,1347266199
520,176107131
521,126112384
522,694717170
523,1835144272
524,677777266
525,857821707
526,575838952
527,1449583765
528,832068423
529,543477820
530,1485999199
531,196424361
532,1305715951
533,451509753
534,1081996538
535,150775543
536,1446131848
537,779324645
538,408598652
539,998367998
540,1998882072
541,293189860
542,345779282
543,1151963182
544,1732153508
545,2097325635
546,1075240183
547,675524531
548,1987989863
549,1108464431
550,1526058862
551,434025869
552,232559238
553,605405085
554,754935818
555,1465367839
556,681041129
557,461517789
558,1009104452
559,2112735096
560,823867598
561,145218971
562,1008663485
563,1503660240
564,1754564113
565,901191394
566,1515891071
567,1073099378
568,879864383
569,898977268
570,2108284309
571,599394887
572,1671830396
573,643233999
574,181313806
575,563826233
576,1535301801
577,1906920061
578,370161256
579,1018794335
580,1304403653
581,216468020
582,1856242741
583,1015180387
584,683867681
585,1553795438
586,1242010941
587,1836984822
588,244364900
589,350629602
590,67897183
591,557774484
592,89030110
593,1048606672
594,486126150
595,381869156
596,400802498
597,1517245365
598,1787385982
599,1354399066
600,1144549331
601,1567544897
602,1991630735
603,785454669
604,1572683050
605,600710734
606,1505765746
607,1436322171
608,1822573397
609,1454177538
610,104322205
611,1202914345
612,2100550929
613,164330908
614,1372135060
615,2135940167
616,109501667
617,1053340306
618,1495321529
619,1491052882
620,1256616359
621,856728802
622,339826982
623,564182601
624,1285433013
625,1108218127
626,706555076
627,118361775
628,388518660
629,1628784582
630,1550415502
631,1633451741
632,921691567
633,1325940272
634,160118831
635,648574345
636,1735638354
637,1514017948
638,1765076235
639,183637505
640,1917017267
641,109231125
642,1199682603
643,974524259
644,1081126834
645,317525012
646,169776550
647,134347785
648,2083269288
649,1604784415
650,1562872697
651,1839472751
652,1321721279
653,1875703569
654,794034064
655,770666800
656,152241669
657,148845167
658,1329880158
659,1884025070
660,1282985428
661,903676712
662,916442536
663,2094309238
664,148378164
665,944584796
666,631630391
667,43355543
668,878096488
669,1436724052
670,1590239840
671,222788906
672,728461976
673,1400694331
674,1111989202
675,1984528353
676,2140595688
677,1228331530
678,366511873
679,820766342
680,1650959742
681,216984856
682,1345856695
683,801702797
684,491697063
685,668251074
686,1994652043
687,497242485
688,1572573950
689,109130264
690,566948051
691,907569862
692,937874888
693,1901890409
694,1452922531
695,1960828956
696,684704289
697,1655970822
698,955520810
699,247150684
700,1653054664
701,2064602260
702,112913313
703,486100872
704,378344393
705,1090560681
706,355018855
707,295195989
708,1937041393
709,1495268555
710,1670239249
711,161258935
712,896877409
713,165467997
714,37804254
715,29317331
716,1050301855
717,1729606165
718,268628863
719,1792328688
720,461884398
721,265284518
722,1396859193
723,1366461335
724,671693744
725,505973673
726,2083522800
727,1676233820
728,582424410
729,55249199
730,1481728869
731,251484081
732,992004577
733,1867826066
734,2066918161
735,1965207623
736,1470249591
737,1741929807
738,2134091590
739,1011648190
740,530821883
741,652659147
742,987042308
743,1292462073
744,514814358
745,1982751850
746,2140556375
747,1255704502
748,1297533007
749,303412687
750,951685554
751,792002812
752,130383196
753,749002733
754,835435582
755,416705562
756,1371418958
757,290849930
758,465513766
759,666691532
760,358101108
761,1219953093
762,1354719714
763,1935805603
764,2035811919
765,518943630
766,909902358
767,1108208351
768,1751009090
769,930917697
770,641186126
771,791688898
772,799850923
773,748873960
774,1379587013
775,761910929
776,643302599
777,843292815
778,578769101
779,1350342235
780,1154323500
781,681917979
782,1492662254
783,1857407699
784,1430701840
785,1466980583
786,1982782530
787,338358993
788,1502225547
789,1494286447
790,1487817958
791,1741381647
792,381379871
793,625025916
794,1634983742
795,284392455
796,2077780333
797,511540492
798,844294257
799,557051250
800,340241570
801,2049943455
802,1179241138
803,2017640765
804,458131032
805,1455007596
806,193676903
807,91254910
808,1873659602
809,1402832016
810,527301376
811,1836680423
812,460244720
813,3656274
814,1410977544
815,1362286429
816,2063144108
817,37664620
818,1920185246
819,1290368723
820,1007022098
821,1499254344
822,563355920
823,1860326542
824,792133445
825,340675858
826,2094662279
827,433181723
828,1355541833
829,1628707672
830,1545606689
831,832110127
832,1007228353
833,2015269305
834,864745822
835,709329139
836,1174015112
837,1441145549
838,1715822871
839,336803308
840,2024342423
841,551905249
842,796515315
843,1666837576
844,2131149338
845,155138532
846,1183297544
847,171957925
848,757003614
849,1055625572
850,2146783376
851,1735253738
852,1084661680
853,1092427406
854,469159967
855,559251360
856,700068287
857,1876578909
858,832279444
859,1175618207
860,1252110422
861,1230431465
862,1136555832
863,64056110
864,948695589
865,912925022
866,222585736
867,1662733546
868,1737133776
869,1546512842
870,2125943073
871,702925475
872,1679934764
873,1596725971
874,1371856918
875,45449125
876,1092713778
877,1691200731
878,1312692084
879,1716395141
880,1068512634
881,1914026462
882,944750252
883,762867891
884,255675662
885,1383841559
886,1082772437
887,964768298
888,1947824630
889,2082212635
890,1215352175
891,1372019334
892,568415315
893,2141226383
894,1800023193
895,1164901742
896,1543233741
897,1647857007
898,1533115171
899,1095728370
900,1234507343
901,1795959430
902,481849777
903,1581178009
904,1883913002
905,309791164
906,1621154331
907,269064998
908,1668020682
909,1450002620
910,1293036665
911,391189749
912,564060248
913,1116079360
914,1362330338
915,697740542
916,1130462064
917,1125295162
918,111386505
919,263676202
920,937538024
921,618503637
922,1447129603
923,1341667841
924,1077555227
925,912266420
926,1758852454
927,524005425
928,649251761
929,605626036
930,107687489
931,872436625
932,96729904
933,1826646033
934,843962227
935,1432336357
936,1407664297
937,433640829
938,1362571132
939,754745171
940,1903731540
941,1726119609
942,661742687
943,1645988966
944,12387249
945,1299040703
946,1940850646
947,498469981
948,143546543
949,357341338
950,1538764643
951,470333360
952,1856763102
953,262287231
954,1903382143
955,1869631866
956,1507194360
957,1717100887
958,1993809976
959,533820028
960,1250113830
961,151392533
962,308900930
963,1296219260
964,1801448760
965,26424654
966,1562974210
967,1655689826
968,233717596
969,934773992
970,451632082
971,1044395360
972,340567207
973,391881257
974,1309569146
975,364809424
976,1773672960
977,1933122880
978,115348300
979,1397802811
980,12295540
981,1779374032
982,717119740
983,1150381894
984,907302469
985,70495275
986,1449447848
987,700908117
988,355168729
989,59452504
990,1457957893
991,1975112325
992,1149296995
993,366223106
994,1948402657
995,1235221327
996,1732767987
997,347256329
998,1875457265
999,102463007
1000,1625824444
1001,1375924091
1002,31592582
1003,37097393
1004,93374313
1005,1242224671
1006,1822241096
1007,1570982833
1008,426497407
1009,1189034142
1010,1996015986
1011,242498529
1012,2078112659
1013,1532300905
1014,1196897820
1015,1683430690
1016,1344191756
1017,536994423
1018,1426930212
1019,1684383479
1020,26897801
1021,1343937759
1022,723929730
1023,556158028
1024,432365867
1025,632102103
1026,391431086
1027,2045061711
1028,1539922368
1029,1299436151
1030,1279921006
1031,1958625685
1032,1007057148
1033,1353976625
1034,1984781841
1035,1803608119
1036,126799554
1037,985461595
1038,1567846113
1039,1821946906
1040,114101696
1041,549208760
1042,1500171909
1043,1953815273
1044,1787531430
1045,32574583
1046,1967522365
1047,1397628408
1048,1959879921
1049,2007554124
1050,1472892202
1051,505887496
1052,92339648
1053,1883575608
1054,1351497546
1055,595859356
1056,314153006
1057,1393321354
1058,1727179471
1059,2126975555
1060,57717005
1061,151809112
1062,127924604
1063,1837595677
1064,758224571
1065,1167433162
1066,1047513702
1067,1739224354
1068,810577924
1069,672888743
1070,740510508
1071,1351064766
1072,253236610
1073,61497730
1074,1256700636
1075,1970389501
1076,2147480082
1077,1795377596
1078,388213942
1079,1928374914
1080,2039320826
1081,829575612
1082,1660267935
1083,706261921
1084,1309773872
1085,1034300740
1086,1987623494
1087,1011899544
1088,1368936860
1089,278908297
1090,1343348669
1091,1749246890
1092,1827966513
1093,1329316127
1094,781425934
1095,1698752437
1096,1772594921
1097,1194046492
1098,649803933
1099,1946788715
1100,1937157104
1101,1802095689
1102,252268412
1103,1583667543
1104,751056608
1105,991222444
1106,1990735568
1107,1210159914
1108,1195520215
1109,668073108
1110,217957216
1111,681202103
1112,555578939
1113,264616655
1114,1632878192
1115,1346560159
1116,944170852
1117,538324985
1118,1080150910
1119,234509863
1120,1457000761
1121,1165432646
1122,1590486373
1123,893388213
1124,938864704
1125,293313351
1126,475528099
1127,76243363
1128,433950459
1129,609246301
1130,762379836
1131,1471761645
1132,1996733846
1133,1789840278
1134,1435080074
1135,1489271127
1136,892281338
1137,1275195286
1138,2004753456
1139,1953621177
1140,817873463
1141,835996314
1142,1173167453
1143,825744000
1144,1610223813
1145,229358229
1146,10478971
1147,773578094
1148,1261555252
1149,1926559253
1150,1762877487
1151,1951841482
1152,1670547140
1153,161142347
1154,1572401159
1155,766958928
1156,1875384068
1157,836122555
1158,1919411821
1159,1371620439
1160,799945410
1161,120407131
1162,1064334650
1163,507047946
1164,560730769
1165,982465561
1166,604394392
1167,167099343
1168,1419650977
1169,11491803
1170,1591578783
1171,504184457
1172,1674345782
1173,963191933
1174,1082741478
1175,1630307137
1176,1997543314
1177,1746927200
1178,1534986406
1179,1344822048
1180,966123075
1181,986832576
1182,831923414
1183,993437080
1184,948685870
1185,459049450
1186,1150717843
1187,1562115392
1188,796378874
1189,1080675879
1190,1987797568
1191,616155962
1192,1120029442
1193,541289652
1194,1231548841
1195,486429363
1196,184167952
1197,296559027
1198,1293874331
1199,199661529
1200,319772249
1201,1960262732
1202,1362093163
1203,671240869
1204,2080310621
1205,1136190498
1206,1963687802
1207,759469870
1208,1672235363
1209,1815400140
1210,927157002
1211,746679602
1212,407340789
1213,821003331
1214,648003804
1215,145405495
1216,1294818464
1217,613545414
1218,112607944
1219,156992586
1220,741823817
1221,1760826382
1222,376281070
1223,185707466
1224,833118543
1225,1258733238
1226,770105992
1227,96351326
1228,231486871
1229,1621992131
1230,414928679
1231,1937187905
1232,474840963
1233,2130386240
1234,603446085
1235,1313233981
1236,2092083713
1237,718367122
1238,384945962
1239,1681811110
1240,388665060
1241,1637307374
1242,1508835663
1243,1266052634
1244,2080007236
1245,886094856
1246,773139984
1247,1184985106
1248,1246895358
1249,1732231214
1250,278673306
1251,1923820198
1252,608590694
1253,2133615489
1254,1415901247
1255,577606082
1256,2126282800
1257,1722364065
1258,549006861
1259,1889972303
1260,1158974830
1261,1480170601
1262,1612827412
1263,772959244
1264,1752864046
1265,382093936
1266,1328306850
1267,1754485019
1268,123702631
1269,36009993
1270,1993483847
1271,1597105851
1272,1750716221
1273,1399180685
1274,1691819179
1275,1351193602
1276,1383771427
1277,1030255970
1278,564443592
1279,1818585251
1280,1388129250
1281,1899053979
1282,1061176866
1283,1368596428
1284,566323121
1285,1762189987
1286,1445063342
1287,1071795243
1288,1899647790
1289,1385634040
1290,1961117158
1291,1944987252
1292,1522583337
1293,1157176026
1294,964217832
1295,1449923947
1296,1406404326
1297,832930739
1298,1121694388
1299,224189030
1300,459386121
1301,1506751700
1302,807905471
1303,682928003
1304,600967424
1305,2078946010
1306,366549612
1307,1140247093
1308,193971764
1309,720600307
1310,1175634855
1311,1229808099
1312,84145710
1313,1218311053
1314,246111189
1315,1912640767
1316,35051762
1317,624847433
1318,1260695629
1319,1095528687
1320,862810848
1321,506843590
1322,1199121171
1323,251688681
1324,1237143123
1325,743058458
1326,1542859661
1327,1468850294
1328,1241417529
1329,842790831
1330,1243982247
1331,456104152
1332,1245945416
1333,707312774
1334,1519361033
1335,1336667368
1336,1762533676
1337,1926521237
1338,1920587815
1339,1659334935
1340,2052435146
1341,1039365970
1342,1470246628
1343,620800025
1344,1479711305
1345,1689582746
1346,1191340253
1347,2027604919
1348,301859788
1349,1328839969
1350,1788678302
1351,356813353
1352,1486405130
1353,1390658045
1354,1897465880
1355,1559687826
1356,186644808
1357,1436317994
1358,987637497
1359,1537153047
1360,253569028
1361,1268574063
1362,897494018
1363,1367306499
1364,24214405
1365,1793442549
1366,56610573
1367,1561343857
1368,1977670514
1369,887092630
1370,1257538356
1371,1621893513
1372,1502969425
1373,2143242075
1374,2012779937
1375,1652837476
1376,1192395739
1377,1853962975
1378,132064341
1379,1606187115
1380,2062548337
1381,1662902034
1382,206232873
1383,424893803
1384,2036386273
1385,1950740678
1386,887618901
1387,1655566392
1388,55343506
1389,103185456
1390,1159075745
1391,189163605
1392,1094537514
1393,540916503
1394,1337671594
1395,1149527191
1396,1101577955
1397,1140896209
1398,1886211712
1399,567173696
1400,1784102671
1401,583467512
1402,1117104880
1403,1403150107
1404,1794400296
1405,983552946
1406,449553718
1407,2107503412
1408,125559547
1409,1249442142
1410,1781449193
1411,1632437586
1412,990987697
1413,415569472
1414,1683723454
1415,1104963181
1416,1279801494
1417,1564445691
1418,211160755
1419,393959172
1420,1382973467
1421,1262348654
1422,1696162238
1423,493092566
1424,59816659
1425,2133612400
1426,2123585228
1427,353180784
1428,2069835169
1429,1735494283
1430,642214593
1431,1511798352
1432,2025935237
1433,970126725
1434,516603400
1435,274821115
1436,1755745584
1437,1601467203
1438,687360343
1439,2020888500
1440,2030240349
1441,753028517
1442,1229967422
1443,2065661816
1444,1031200500
1445,1247609505
1446,789369024
1447,1998912925
1448,955117308
1449,533906706
1450,7485422
1451,474704914
1452,1907878627
1453,2130841036
1454,800770426
1455,558942203
1456,1447076555
1457,1621271736
1458,929206264
1459,1648107984
1460,829108841
1461,547065367
1462,1561872269
1463,452070817
1464,2130015686
1465,737490816
1466,1834133701
1467,668627922
1468,268702472
1469,1329782518
1470,150841576
1471,1067776153
1472,336899489
1473,1392063801
1474,956723990
1475,1769305479
1476,1152150765
1477,1036682798
1478,398756382
1479,1230674884
1480,1904187499
1481,1615215697
1482,532857431
1483,195531730
1484,1313869124
1485,27295063
1486,2013470849
1487,277121649
1488,1389276921
1489,804277509
1490,1550556095
1491,1614798661
1492,621713085
1493,1317903990
1494,1352471941
1495,1635027140
1496,60898908
1497,273189776
1498,145533105
1499,1419370655
1500,1519698542
1501,459545679
1502,651972350
1503,530373748
1504,1131095451
1505,1943250391
1506,1379443527
1507,1929320004
1508,691223485
1509,1793199574
1510,1057974487
1511,440547438
1512,20887640
1513,1084172376
1514,1866849502
1515,1178721792
1516,545481859
1517,68521373
1518,2099591982
1519,456408251
1520,37277285
1521,1986143841
1522,1473707907
1523,228038021
1524,216155500
1525,745233859
1526,1006562670
1527,2031243751
1528,1857779937
1529,618384596
1530,1834668454
1531,1491642620
1532,802349846
1533,1332561791
1534,1187234686
1535,898750111
1536,720328211
1537,139984369
1538,1742745655
1539,1849443930
1540,796040170
1541,265664796
1542,1648297115
1543,271694072
1544,447258924
1545,893573575
1546,199152449
1547,1948522640
1548,712024446
1549,221564825
1550,891093445
1551,839683950
1552,1609259492
1553,1531759088
1554,1151776096
1555,1027301940
1556,111202779
1557,1545861700
1558,288408412
1559,2003641907
1560,474269930
1561,99703329
1562,9016290
1563,1842683764
1564,1235720446
1565,1888830022
1566,1322511664
1567,1819973244
1568,1294496854
1569,2034872876
1570,1079885087
1571,1795265172
1572,598449305
1573,1742047447
1574,1831586970
1575,1188457624
1576,2014632205
1577,1471817596
1578,389056932
1579,1562744529
1580,14607550
1581,1404281938
1582,1094589024
1583,17604966
1584,1575545664
1585,18778859
1586,287083382
1587,1465298544
1588,1692745752
1589,1599862833
1590,1393267950
1591,1420827763
1592,1227633767
1593,1319681821
1594,1746366659
1595,2046922304
1596,1399678746
1597,564585121
1598,2083548702
1599,789472114
1600,1275071934
1601,1805619038
1602,1570255476
1603,1517692283
1604,1305674830
1605,1090607586
1606,749976442
1607,506609399
1608,851506733
1609,1374345393
1610,1322420203
1611,665164836
1612,856644522
1613,286474367
1614,1055478923
1615,220484157
1616,218640471
1617,274803100
1618,1770686023
1619,878297124
1620,954285198
1621,959230711
1622,630973982
1623,128680980
1624,2137082682
1625,278425000
1626,798381145
1627,1754323439
1628,1245766043
1629,1644255049
1630,2089087307
1631,775293998
1632,769319800
1633,1939287157
1634,1613152639
1635,683429212
1636,361076668
1637,54861461
1638,2140887948
1639,406402781
1640,1404285106
1641,2098723527
1642,1529349193
1643,1188233594
1644,346095762
1645,1475041795
1646,1245239455
1647,989128385
1648,558001836
1649,453535066
1650,1962599089
1651,1338174428
1652,1354859693
1653,2136305632
1654,1705662645
1655,1473007992
1656,919444179
1657,1814219449
1658,1754604552
1659,275299933
1660,1738009164
1661,621006817
1662,1480903320
1663,1071297425
1664,258757704
1665,1416471805
1666,90403463
1667,1300663861
1668,27158012
1669,242380327
1670,1313288316
1671,276218748
1672,2078599089
1673,21049845
1674,1697506638
1675,1804897684
1676,702673496
1677,61920434
1678,823850362
1679,1580585766
1680,63441578
1681,483958007
1682,864836730
1683,2072037385
1684,160421938
1685,939777135
1686,1167119150
1687,982663444
1688,1831963273
1689,1182908108
1690,986127876
1691,1215115287
1692,687418997
1693,1493047011
1694,815025410
1695,1940920584
1696,309027611
1697,768596758
1698,1881539724
1699,1198762987
1700,1415012186
1701,1395451207
1702,161172763
1703,1126095757
1704,812775883
1705,640914812
1706,231481290
1707,1699512631
1708,892626972
1709,1670626166
1710,1627258157
1711,373762038
1712,110393622
1713,1612754501
1714,500053426
1715,236039844
1716,872025711
1717,1369697788
1718,716754034
1719,2024062509
1720,1141973558
1721,583771466
1722,386823088
1723,845041402
1724,643220542
1725,239758586
1726,2023393887
1727,1639781695
1728,977307463
1729,493570452
1730,2038714647
1731,509758970
1732,998311935
1733,361206704
1734,1058890334
1735,1575693237
1736,95454065
1737,1227868452
1738,1323530972
1739,1884925508
1740,1063786044
1741,65171326
1742,277651715
1743,565965899
1744,147346602
1745,842588360
1746,1450064816
1747,256199823
1748,802864010
1749,1797898109
1750,1814071489
1751,378552953
1752,931861515
1753,1147180559
1754,268838362
1755,51706595
1756,641092418
1757,1612083122
1758,1413189447
1759,1042600307
1760,403161194
1761,1366995960
1762,490046090
1763,1626725875
1764,1649136126
1765,2017768558
1766,843153400
1767,1777111505
1768,1941282926
1769,2118080501
1770,667276619
1771,1549354702
1772,1489383954
1773,1396477712
1774,2132640950
1775,2032296535
1776,790777326
1777,2082503411
1778,1896816164
1779,128658194
1780,1748002329
1781,1977394803
1782,308315487
1783,33283404
1784,1860003839
1785,1873240625
1786,1630228591
1787,1167149909
1788,1061379567
1789,1302308862
1790,655036229
1791,1438582083
1792,153598772
1793,307892972
1794,1515757437
1795,1850763184
1796,1695267552
1797,485600980
1798,1701132290
1799,559249381
1800,666401696
1801,1206821312
1802,1135170491
1803,542837071
1804,1073666036
1805,119421964
1806,644043908
1807,194499352
1808,859996953
1809,482604124
1810,2123442202
1811,1791902003
1812,990414198
1813,928242022
1814,373034761
1815,645300084
1816,1128429672
1817,996753079
1818,637788439
1819,865351321
1820,347360687
1821,322245455
1822,1979550246
1823,866306655
1824,1887332073
1825,2079360525
1826,496244674
1827,1990735457
1828,135172727
1829,1242825717
1830,377738313
1831,120413334
1832,1105228592
1833,830600154
1834,1693595934
1835,1854532354
1836,524323774
1837,918655984
1838,1786810852
1839,1766388358
1840,746607267
1841,1675560350
1842,1271566560
1843,1623286610
1844,33002239
1845,1134615664
1846,395979713
1847,1596282160
1848,1395681529
1849,622835798
1850,920383330
1851,354630010
1852,1219413138
1853,526825142
1854,1549005375
1855,1553832847
1856,575401686
1857,1224055629
1858,399742791
1859,885320242
1860,793902652
1861,58033885
1862,657790582
1863,1538943294
1864,762313125
1865,779848138
1866,1859966013
1867,1589786980
1868,1359828750
1869,551179072
1870,2081296179
1871,1652819205
1872,312052307
1873,1570020886
1874,1037217593
1875,1858982430
1876,1007568196
1877,74242900
1878,1763688102
1879,819302807
1880,1779300000
1881,1416594845
1882,222443196
1883,1601850480
1884,2142170406
1885,1105696509
1886,1750305849
1887,1954127920
1888,2066419971
1889,1136112086
1890,1857388176
1891,1167079180
1892,1989361554
1893,387994129
1894,2039820604
1895,1631331069
1896,1990393012
1897,1625936620
1898,1124846917
1899,192736607
1900,1854444029
1901,410208714
1902,2146072991
1903,1885886316
1904,560048157
1905,693933614
1906,1622543845
1907,1696115953
1908,850600903
1909,2001859478
1910,1403129778
1911,497208452
1912,323873293
1913,1675769530
1914,821946622
1915,2053377578
1916,1276971153
1917,490840607
1918,1622675610
1919,1963547008
1920,1943959122
1921,9429465
1922,513628143
1923,837465031
1924,783003748
1925,1258013856
1926,1151004959
1927,1991241226
1928,935984688
1929,2005303110
1930,2138824067
1931,732025405
1932,801124450
1933,988565218
1934,1627314104
1935,2132755846
1936,85214327
1937,2118777481
1938,499231361
1939,1804402963
1940,1148469035
1941,1190403118
1942,489054953
1943,320058935
1944,1430983104
1945,778959006
1946,1522107374
1947,921321709
1948,817618671
1949,571221163
1950,1363588758
1951,404441485
1952,521186107
1953,1015060575
1954,126473888
1955,198335348
1956,1147276057
1957,1283602714
1958,1343834756
1959,242462920
1960,119128846
1961,1456283909
1962,1339570317
1963,485718576
1964,1133237717
1965,980727778
1966,95040151
1967,215161882
1968,1322755682
1969,504478469
1970,95725545
1971,1078308577
1972,2019362381
1973,1487316333
1974,1434727317
1975,1057921179
1976,1952432720
1977,635094241
1978,1589031627
1979,1332404462
1980,1002532780
1981,1841316402
1982,896659293
1983,1329165580
1984,1011853003
1985,374105001
