,data_value
253,1120456349
254,471772500
255,249550075
256,1794836006
257,722281781
258,460345380
259,1432240125
260,409502475
261,1463707548
262,2071592014
263,1474880070
264,2080130293
265,1175977702
266,1765672069
267,685262404
268,1364808999
269,1881418934
270,187419977
271,1443833752
272,680504255
273,23933519
274,1587482376
275,167148877
276,416540356
277,128583842
278,1243090781
279,1936736360
280,1989175971
281,1571019228
282,1991260121
283,500876534
284,1069045974
285,957904342
286,431015536
287,564337336
288,1128404283
289,1080830426
290,244332237
291,135404177
292,20698454
293,522659181
294,391555015
295,1866729988
296,1483777881
297,34609136
298,428949546
299,1959727966
300,1028626972
301,1215605241
302,231258475
303,2022745287
304,1534796981
305,663019584
306,1813449243
307,2109692736
308,233313138
309,1757062375
310,1690542882
311,518106418
312,831830240
313,1076505867
314,1238644750
315,776811978
316,1480599244
317,223315074
318,1548496544
319,2130524406
320,1816518279
321,196510634
322,717429015
323,837013127
324,766715780
325,1536691944
326,891816202
327,95010461
328,2138029858
329,1143504819
330,929262147
331,481811860
332,1932479719
333,431171792
334,458665736
335,1268882208
336,1921078864
337,1151961268
338,1375454205
339,850809481
340,846086061
341,1751943504
342,1238478703
343,357271606
344,900145786
345,22533215
346,1914921695
347,494476010
348,1090588571
349,1761330749
350,1163485428
351,1426112024
352,2077513665
353,2078270507
354,1778741831
355,739576938
356,769680850
357,1995024679
358,686306752
359,599496412
360,885617137
361,1660351047
362,1284906135
363,701034214
364,1412988586
365,1912151000
366,1569381589
367,2065887013
368,37441126
369,1282416952
370,855606781
371,337685065
372,1726291859
373,518519459
374,1214843347
375,343352988
376,786319372
377,1669864829
378,1345952023
379,1599323180
380,1526573858
381,1346486523
382,622227500
383,484268656
384,1437457263
385,235115276
386,360301519
387,515550935
388,1019691459
389,898493570
390,85489448
391,829964746
392,1752244657
393,573221447
394,1646558440
395,79606956
396,2003512864
397,727731552
398,1400327700
399,1885640016
400,2032856384
401,1361946009
402,505284882
403,182977534
404,1558454230
405,108250567
406,505075593
407,1787202579
408,1878499702
409,1370171405
410,1305495526
411,2064881215
412,752445883
413,1496065077
414,1406985534
415,1787725490
416,952413724
417,392497034
418,1813432194
419,663776740
420,1073715340
421,215888943
422,1913714590
423,2131887732
424,712166299
425,983877979
426,707719335
427,1884567511
428,1341967337
429,1980551096
430,554843650
431,1965250246
432,1961090398
433,229156366
434,637717616
435,846386274
436,594034179
437,841791845
438,602405142
439,690714741
440,390196858
441,1463747486
442,100340990
443,2076862057
444,2062619129
445,770360807
446,553487494
447,27441615
448,1558319300
449,1576460384
450,819294413
451,1889079034
452,696460328
453,47480633
454,174983043
455,1899259016
456,1360428248
457,1919285465
458,1572854983
459,998321669
460,644669126
461,488460625
462,2081740573
463,491473751
464,412944320
465,1027716979
466,754046500
467,1342738386
468,1313774826
469,2081450812
470,1044686316
471,1747887314
472,477994777
473,155502121
474,694236694
475,1439507640
476,1732015877
477,800561696
478,722344219
479,1551641698
480,1641332984
481,958417737
482,1067428380
483,1417636163
484,517822922
485,1360120787
486,1697973009
487,1759571364
488,150980279
489,610492166
490,722085801
491,1624765464
492,1160716463
493,2123266117
494,644520883
495,1660415381
496,257470174
497,91487891
498,839922950
499,1868851611
500,356489179
501,1251957103
502,1370561495
503,1948707853
504,637703679
505,750925623
506,478874591
507,530596284
508,1395202017
509,604747847
510,100383801
511,1298213578
512,898874384
513,2100635283
514,829673660
515,1968971075
516,1292930873
517,1534710811
518,800342026
519,382550834
520,1802188930
521,995388956
522,587200452
523,664989475
524,1876368531
525,1342098915
526,199300802
527,1573057981
528,1543177698
529,1473718088
530,951930550
531,523822443
532,569030767
533,684022632
534,338793975
535,2061168863
536,625848046
537,21578646
538,977743344
539,522023822
540,343454906
541,1686043003
542,1329492781
543,1119453284
544,1184007972
545,1242910959
546,490197503
547,1482122922
548,760560167
549,691744055
550,588939920
551,73819546
552,338856521
553,828501188
554,193462891
555,1302502671
556,796130578
557,1473791422
558,2018269521
559,138748843
560,534000920
561,985395066
562,1705358992
563,542126180
564,1541637637
565,1388973061
566,1786501725
567,630309647
568,2056851047
569,972755277
570,1992271829
571,459859428
572,1780348032
573,1981347352
574,1952270370
575,635467850
576,339677394
577,2036986887
578,494092780
579,1998012116
580,1098376716
581,749387563
582,1640533087
583,387266258
584,880009293
585,1366265752
586,73289812
587,1535656460
588,2070978247
589,1159860485
590,369260823
591,1885587523
592,1912273095
593,845761230
594,1610595170
595,1801661675
596,1735140221
597,379735146
598,1421027363
599,989981132
600,1230215282
601,1518993623
602,331167279
603,1653702584
604,1231733502
605,145770774
606,923133361
607,593343698
608,185368585
609,18766496
610,187907821
611,1773697984
612,1365329770
613,142938433
614,1297951830
615,761616888
616,781633040
617,603128763
618,1219674447
619,1051219896
620,482673947
621,1690959556
622,195296628
623,89257817
624,991716729
625,1787716804
626,1589314270
627,1834913473
628,209403440
629,703169766
630,1102886696
631,626136774
632,2104548307
633,1551448884
634,251672421
635,957228580
636,1613032674
637,946918019
638,570356319
639,25165680
640,363947541
641,787558105
642,58690904
643,1362470540
644,1039299428
645,68410038
646,1133220050
647,1803659942
648,2105897795
649,1336411501
650,1827566455
651,1051356431
652,1331996233
653,2105775774
654,1665473279
655,92425926
656,1638950688
657,1216122584
658,8451198
659,580219259
660,1779790473
661,1783312582
662,114959239
663,2032371970
664,804509408
665,1649505756
666,1798979450
667,729733837
668,1429130245
669,614586377
670,1809131872
671,1475161242
672,1016707775
673,67406142
674,962343662
675,1148729438
676,1737469005
677,851491332
678,597659530
679,1970678368
680,1085404664
681,177452993
682,509243052
683,1105154820
684,2111578710
685,346751110
686,1119834690
687,803587226
688,212756268
689,269108565
690,1658894247
691,795063976
692,1832102414
693,656567188
694,897012542
695,1182417387
696,21020631
697,651976061
698,2051191352
699,941008122
700,1327116455
701,1405793541
702,1566067159
703,1710879990
704,186165371
705,2124638780
706,1788055267
707,776457915
708,2091942559
709,918379383
710,1220776051
711,344175399
712,1308962639
713,17397992
714,1869268743
715,4595905
716,1057526460
717,642389316
718,1761894570
719,1016122641
720,1371365762
721,47964277
722,829108615
723,178772714
724,2082892686
725,1482507703
726,1969833864
727,1350636563
728,1406424530
729,1926515622
730,510793711
731,507469882
732,1321860329
733,2143709762
734,1350692678
735,977061989
736,1813190444
737,1287781518
738,1336695629
739,808911921
740,446292486
741,2083535679
742,1232345704
743,1935954840
744,758377488
745,2050496108
746,559765336
747,157703698
748,1214389018
749,490010365
750,843003673
751,1223760049
752,428668788
753,1803703241
754,1835111765
755,74721177
756,1219496821
757,1209074609
758,1905872489
759,1823522527
760,1849714980
761,50186040
762,1935557330
763,1394923465
764,1108371
765,1776123209
766,463016776
767,363844643
768,1189258301
769,1724104362
770,993230434
771,384847715
772,1804723565
773,1975837195
774,158962863
775,243986871
776,682985401
777,370878516
778,220705160
779,73135534
780,1662189309
781,587917578
782,1344115121
783,866940137
784,1027079197
785,337819111
786,945597222
787,989245404
788,1223127294
789,195214707
790,704554949
791,1442682980
792,871564124
793,2086999126
794,1169200424
795,1914913675
796,658677581
797,848675370
798,1118764795
799,224341884
800,1344321918
801,1876906840
802,649035519
803,283409870
804,1604662351
805,1369589152
806,1761196646
807,1149307237
808,170267999
809,928568145
810,794151995
811,441703753
812,355356966
813,953699469
814,196370822
815,1673660522
816,1042880615
817,814660025
818,571390624
819,1903343727
820,1330713217
821,213888111
822,672717606
823,2133770551
824,910505660
825,1450640557
826,1238575558
827,1945368853
828,597152326
829,1852444874
830,695411039
831,169976279
832,1138338499
833,60688904
834,775178716
835,1448973672
836,782120909
837,1923121513
838,2107327207
839,1970193340
840,46609771
841,469044826
842,1873887151
843,1293048445
844,762489702
845,283402743
846,883230442
847,952247435
848,1964591719
849,679826678
850,485031128
851,538788361
852,931309374
853,877623212
854,1577838081
855,1366412768
856,1978213143
857,1608888970
858,69007966
859,925181814
860,339430971
861,2121215832
862,657377620
863,1240714783
864,850597311
865,714834759
866,58277483
867,246338096
868,1716780059
869,1308721076
870,557361240
871,196732096
872,443390236
873,199166018
874,1169889171
875,1443391155
876,1851422171
877,1911068198
878,1382019342
879,1571184114
880,1480396577
881,1289152580
882,1091975599
883,814932208
884,1282771275
885,8543620
886,1041751012
887,1444482753
888,1857858427
889,644151780
890,842203364
891,1213258170
892,1100429159
893,1907452092
894,1020120316
895,967972073
896,1987227522
897,153141426
898,1686211432
899,1748716277
900,2026851995
901,1432385833
902,1817384148
903,1172209885
904,502656081
905,1940596189
906,1685711307
907,1934955797
908,1277561895
909,1499481377
910,240731382
911,226971926
912,2033698359
913,369919024
914,731704391
915,1732939117
916,1860142189
917,1181328967
918,1854446565
919,315497663
920,1918095442
921,2128296995
922,2126985555
923,1305105177
924,702162964
925,1956357139
926,229479427
927,255209995
928,1668380406
929,1969820800
930,56726010
931,92666411
932,299127786
933,1034856236
934,2072909772
935,1407862978
936,1112606990
937,1837575695
938,2045311166
939,1061700977
940,923311511
941,61829629
942,1850462542
943,1341334627
944,469425001
945,1114635614
946,1099080880
947,1782854995
948,1161524886
949,943723454
950,1639230378
951,531841440
952,1194635426
953,1873269747
954,588170557
955,1910649282
956,305474068
957,1689068573
958,1882123522
959,909519677
960,59429431
961,1430945975
962,1478032358
963,387262244
964,261996323
965,1627412648
966,1933952866
967,1614384591
968,1824632746
969,572745879
970,452346912
971,655063151
972,1502386915
973,837517127
974,1024231772
975,617896183
976,1808299758
977,515895585
978,966935259
979,297979589
980,1551237658
981,689873313
982,1489054967
983,2071334110
984,1756044629
985,1373776382
986,1440860461
987,1795724297
988,970763992
989,269995697
990,1269499419
991,1160299900
992,1026316547
993,387196700
994,1300600398
995,1459375778
996,1495125797
997,1195255390
998,2040368376
999,109822284
1000,2073939850
1001,1516026820
1002,850610532
1003,770899163
1004,318331799
1005,1681554491
1006,1337651856
1007,1838419681
1008,91478238
1009,873450759
1010,1130265530
1011,1132431436
1012,1688481657
1013,2055433426
1014,592780784
1015,217725321
1016,520708071
1017,1424728926
1018,2095857606
1019,943196899
1020,31159976
1021,1970493890
1022,1770555563
1023,941803683
1024,1514844117
1025,738648290
1026,425086687
1027,2065874023
1028,15375634
1029,990688014
1030,771799920
1031,1394518734
1032,410682355
1033,1495191873
1034,1753336390
1035,1386394551
1036,1958488805
1037,225542632
1038,769873714
1039,1731358002
1040,169694675
1041,655412463
1042,276052337
1043,1031220726
1044,847282628
1045,1649484465
1046,708833749
1047,704377205
1048,294015160
1049,245368562
1050,1656241137
1051,2101892300
1052,1328148041
1053,1986166035
1054,1356744470
1055,1676593561
1056,968625232
1057,264241897
1058,1550214372
1059,1669339335
1060,929954523
1061,1788385279
1062,1152635137
1063,408114204
1064,1652081784
1065,2029323428
1066,1838964017
1067,2014102688
1068,1360744221
1069,405384806
1070,1879652554
1071,1866750805
1072,839616489
1073,274332394
1074,1690014928
1075,1681620045
1076,563416459
1077,1678327810
1078,1683056264
1079,1240259156
1080,981015855
1081,1288529156
1082,1387698882
1083,730526380
1084,2143556854
1085,377994083
1086,1034224824
1087,242314002
1088,1236204558
1089,42266412
1090,242688808
1091,1822262091
1092,161851753
1093,648707296
1094,444364714
1095,1263712798
1096,557222705
1097,257968924
1098,1491278561
1099,1049568870
1100,663473935
1101,290209190
1102,534992520
1103,180044305
1104,858619013
1105,1975957161
1106,1699498300
1107,1411903888
1108,1752504518
1109,475963219
1110,2076365255
1111,817902261
1112,624110052
1113,1861883794
1114,1958340089
1115,1515682790
1116,1868582494
1117,419551816
1118,724546519
1119,556900997
1120,1945712607
1121,2084009337
1122,1536717755
1123,1323738067
1124,1916212165
1125,1009940693
1126,1295228249
1127,2058579788
1128,1513693604
1129,1332135998
1130,419780876
1131,797606210
1132,1222416122
1133,1641562325
1134,1208564976
1135,69970662
1136,329054539
1137,1159042403
1138,5940380
1139,227920016
1140,695873207
1141,890550879
1142,179676767
1143,658253505
1144,1813016400
1145,2126398639
1146,148981457
1147,368682375
1148,148302039
1149,248561587
1150,137881707
1151,244193567
1152,404493954
1153,1024669975
1154,453484106
1155,555104655
1156,1616389632
1157,1936074893
1158,479091432
1159,2045157260
1160,1274728654
1161,2016583786
1162,686895723
1163,329617991
1164,243761567
1165,232856759
1166,2031958062
1167,377063274
1168,313338531
1169,2089122766
1170,1064735864
1171,2076649949
1172,2117380496
1173,1210478575
1174,664095653
1175,442686006
1176,365844892
1177,8534640
1178,1974652280
1179,649891519
1180,1393295330
1181,1751653683
1182,1335941433
1183,445325595
1184,500540824
1185,1766744130
1186,1356329363
1187,386023491
1188,1993114549
1189,682936632
1190,506157593
1191,1267714754
1192,1294003369
1193,353610587
1194,1322221370
1195,598479199
1196,1099718532
1197,1724949338
1198,1249041134
1199,1675242856
1200,2138535785
1201,2077558390
1202,1843811966
1203,1473829551
1204,235280600
1205,1758818374
1206,897530482
1207,939256095
1208,1393441531
1209,1597949206
1210,643230242
1211,1305102608
1212,1843130904
1213,1585463384
1214,2143310043
1215,470217147
1216,579567862
1217,699995272
1218,1756690294
1219,1712109308
1220,323213286
1221,48799901
1222,1422785453
1223,158286803
1224,1348369233
1225,1047042077
1226,1997385960
1227,606964236
1228,1155503526
1229,794931894
1230,1710268334
1231,1719261443
1232,215979363
1233,2063907652
1234,1434580891
1235,1570966003
1236,1078832455
1237,1343700230
1238,1399538953
1239,1246689732
1240,284238215
1241,543983565
1242,1524548256
1243,826177333
1244,903613032
1245,844212073
1246,947402084
1247,1580921016
1248,845506028
1249,704089885
1250,1160228715
1251,1968594015
1252,1218650135
1253,1933857489
1254,130672022
1255,2100552769
1256,1679397967
1257,231304734
1258,10903972
1259,655568535
1260,177767714
1261,1622867737
1262,1506077426
1263,419621121
1264,584807045
1265,1889807774
1266,196130251
1267,44365043
1268,1304075448
1269,2000733521
1270,664105387
1271,1786630160
1272,755358091
1273,1765411969
1274,1516286831
1275,928943675
1276,1672112070
1277,951161901
1278,785793467
1279,1528941872
1280,473563460
1281,2115525018
1282,837942891
1283,1968625895
1284,1406749022
1285,310251540
1286,1991734658
1287,1945515195
1288,1971032840
1289,1128529631
1290,1103973677
1291,1106431772
1292,1030116522
1293,2015711873
1294,198297812
1295,2123540188
1296,298832529
1297,739895147
1298,155716609
1299,2015314104
1300,1645867373
1301,1848215458
1302,1771619007
1303,456750508
1304,90937334
1305,591272111
1306,1096523081
1307,1159427497
1308,685655639
1309,1452845011
1310,1991814824
1311,2146497500
1312,614312983
1313,1642916251
1314,742383576
1315,1820729140
1316,646633409
1317,700661326
1318,457878497
1319,1864419878
1320,367836858
1321,28386956
1322,1135723658
1323,1678060952
1324,1206703162
1325,1839725694
1326,396638057
1327,190858050
1328,1673779991
1329,38430437
1330,1102100835
1331,412940183
1332,6823150
1333,1640548357
1334,2011305726
1335,966792405
1336,576265619
1337,857534500
1338,1614846310
1339,54655592
1340,190175643
1341,401240159
1342,999942377
1343,1757298430
1344,1362313305
1345,746238098
1346,766685651
1347,1398825993
1348,972132621
1349,1585152861
1350,2016731563
1351,1875691145
1352,1143558967
1353,99674017
1354,2021198453
1355,161024160
1356,1076652123
1357,1249774058
1358,885822742
1359,1140269421
1360,527400389
1361,555257975
1362,1791932573
1363,44425443
1364,2117202635
1365,70269371
1366,1592445472
1367,1839567096
1368,1289710023
1369,585787894
1370,408427141
1371,1500764259
1372,89045066
1373,1107102359
1374,1561840348
1375,1845917331
1376,404353657
1377,978319774
1378,419299644
1379,1684907448
1380,383640773
1381,1700150835
1382,179387
1383,686116235
1384,526349713
1385,1624097064
1386,1825843611
1387,1254571695
1388,2146188762
1389,717855082
1390,1944747558
1391,904311543
1392,1481514365
1393,2082089068
1394,2007262475
1395,800373214
1396,1830052162
1397,1861279514
1398,1266452958
1399,1339994615
1400,1649756158
1401,75772418
1402,781200332
1403,104082877
1404,563478576
1405,435484662
1406,1918780594
1407,1704474752
1408,2008751001
1409,1255083057
1410,1395973289
1411,1504724841
1412,1185832971
1413,1490291270
1414,600292096
1415,1831097882
1416,675984257
1417,1699772954
1418,925527672
1419,447209693
1420,904750469
1421,1297498648
1422,753544686
1423,607764936
1424,1789310050
1425,848817582
1426,1280653203
1427,811790402
1428,1452085559
1429,214050427
1430,1142610222
1431,166003159
1432,56682043
1433,1358618202
1434,1039310867
1435,1889453782
1436,569411358
1437,2143665563
1438,669870706
1439,760811507
1440,794994870
1441,469063266
1442,406043515
1443,1875318101
1444,536776677
1445,294156340
1446,1246138634
1447,2028768047
1448,15072837
1449,2043489129
1450,1398809395
1451,1833408608
1452,1943280891
1453,536044182
1454,737008916
1455,2140276527
1456,1895188605
1457,687157768
1458,266089231
1459,231922200
1460,674984854
1461,2003696020
1462,501699034
1463,1283823418
1464,122962728
1465,1713469209
1466,745226053
1467,1646806631
1468,116931368
1469,689272584
1470,85165698
1471,900090151
1472,215104422
1473,574016950
1474,1669639462
1475,1754132541
1476,1689679401
1477,722924895
1478,1175492719
1479,973525729
1480,131138856
1481,1260962802
1482,511662132
1483,1609322753
1484,36383337
1485,819949055
1486,50130695
1487,1722267794
1488,1293044168
1489,1497135359
1490,860932857
1491,2011314295
1492,1734295692
1493,1652800378
1494,238054147
1495,1259335719
1496,13466450
1497,1227337519
1498,697074184
1499,2077721483
1500,840669759
1501,524789405
1502,1907179936
1503,1260824047
1504,1153232751
1505,1725875290
1506,1329262664
1507,875745140
1508,1599286928
1509,504755757
1510,1611241463
1511,26640326
1512,95171378
1513,1133144826
1514,1069307818
1515,1383477759
1516,1453088549
1517,2008189873
1518,275873438
1519,2041998323
1520,2064064403
1521,1958404165
1522,1062229775
1523,81467930
1524,1532454473
1525,1504312194
1526,1899730300
1527,1376128826
1528,454333112
1529,1393982660
1530,1589544309
1531,636454021
1532,2089739177
1533,1033090410
1534,843671821
1535,1505267844
1536,1102035614
1537,1807529736
1538,15566057
1539,1243747584
1540,436660494
1541,462641611
1542,1359489108
1543,1285225442
1544,1261357541
1545,1139966601
1546,2041335289
1547,965884473
1548,1256535967
1549,1704809331
1550,442866089
1551,715060435
1552,1788271813
1553,906680295
1554,248766309
1555,404103512
1556,1024190875
1557,934239521
1558,553040725
1559,891107816
1560,745099355
1561,1609257304
1562,510154140
1563,1897483007
1564,594515611
1565,1754121221
1566,1235243507
1567,742337045
1568,2112513882
1569,983120355
1570,1962773424
1571,584377697
1572,1134528053
1573,555115038
1574,1449094974
1575,26334417
1576,79763211
1577,618532487
1578,1802472569
1579,1468613857
1580,400313434
1581,609712310
1582,1908909585
1583,156167052
1584,1699985430
1585,422149116
1586,1844082615
1587,1638774536
1588,1281363459
1589,1427646278
1590,579906544
1591,1509179458
1592,1121688373
1593,1913967842
1594,57782315
1595,423188581
1596,1725841638
1597,2021943683
1598,661830466
1599,1751034179
1600,433783732
1601,1470779004
1602,2118499591
1603,1014054328
1604,1650949519
1605,183267964
1606,1237124915
1607,709510922
1608,1099531202
1609,1568771331
1610,1749195467
1611,1367237702
1612,2074881766
1613,1992439725
1614,1389734142
1615,1618795
1616,532812278
1617,2126425817
1618,2044270115
1619,1547573890
1620,1195251009
1621,88352805
1622,1442529665
1623,557605243
1624,20483876
1625,1633853200
1626,604824009
1627,1602180087
1628,1094921521
1629,2007801138
1630,1623612048
1631,1737567399
1632,1473998143
1633,523800399
1634,1168264766
1635,1811499902
1636,1939647276
1637,609768906
1638,1000291546
1639,2048750734
1640,781864003
1641,750115922
1642,790230118
1643,1732089121
1644,1452761413
1645,205542566
1646,1971582750
1647,918162710
1648,1654125336
1649,1897044115
1650,1937604184
1651,1097662875
1652,1516290659
1653,1210640179
1654,2068017435
1655,1286164129
1656,2088941235
1657,1355121522
1658,1372751164
1659,1227373099
1660,1730462186
1661,1187653676
1662,1334844879
1663,11043347
1664,706151211
1665,491494746
1666,955197437
1667,599611118
1668,516907604
1669,2119960603
1670,1481924718
1671,412207407
1672,1672520401
1673,432691069
1674,966978006
1675,1529447625
1676,1350802414
1677,529119158
1678,792659051
1679,328267433
1680,833523133
1681,1988304803
1682,402979086
1683,1365405172
1684,1203183650
1685,1015420075
1686,1370322845
1687,1065002774
1688,449355732
1689,1419306427
1690,273515050
1691,1753802176
1692,1418861820
1693,1394327601
1694,325843191
1695,8839073
1696,265156962
1697,885245980
1698,822060169
1699,246393788
1700,841605477
1701,487265893
1702,10503281
1703,1863789850
1704,557077029
1705,1366751191
1706,383834254
1707,987870548
1708,740227265
1709,926962858
1710,1408478404
1711,847035368
1712,311341446
1713,1932663210
1714,625556933
1715,1864569181
1716,232002203
1717,36845533
1718,233349119
1719,1814651077
1720,907977591
1721,1692994890
1722,198174906
1723,314126761
1724,1966470906
1725,1090539781
1726,1880514807
1727,701269265
1728,1735878476
1729,1900968051
1730,133412462
1731,1836141468
1732,1106805332
1733,175900686
1734,1167898261
1735,401965380
1736,2144374112
1737,1643465213
1738,782096925
1739,739974638
1740,896557005
1741,1814726416
1742,2089552293
1743,1718440533
1744,1277849284
1745,197745967
1746,197651546
1747,1520113420
1748,854583933
1749,1705150238
1750,754325160
1751,1861875499
1752,2000561890
1753,1362863179
1754,863029524
1755,852891661
1756,1407265345
1757,867665805
1758,888257484
1759,775865665
1760,210527300
1761,862967335
1762,2014290648
1763,2054022982
1764,1067500651
1765,1085651193
1766,2113556206
1767,1514104668
1768,389395654
1769,1235274380
1770,442661333
1771,1148933517
1772,290702885
1773,1671625248
1774,1004566335
1775,191698396
1776,937690973
1777,2043293475
1778,1115404449
1779,15398412
1780,1199933141
1781,614752186
1782,1078799371
1783,1618682293
1784,1895053982
1785,1151659833
1786,642126803
1787,1176533566
1788,784937128
1789,3277040
1790,1606850917
1791,278457792
1792,1526466800
1793,1918488443
1794,2104336335
1795,461117891
1796,945583935
1797,326121797
1798,750148121
1799,221502671
1800,207913950
1801,752639992
1802,1801905251
1803,255284676
1804,1182189924
1805,1671243118
1806,891873580
1807,1754224026
1808,2108860094
1809,643942653
1810,1343665555
1811,1422921583
1812,1852222996
1813,304504344
1814,809563773
1815,875394011
1816,140878522
1817,623132651
1818,601794293
1819,303428428
1820,762005471
1821,1578433797
1822,201781813
1823,220888492
1824,804436000
1825,1998025529
1826,897825595
1827,151789652
1828,2106001824
1829,2132179079
1830,690460013
1831,434697585
1832,1308696332
1833,1463161724
1834,1335254230
1835,302114405
1836,592046124
1837,677255186
1838,670964153
1839,399795336
1840,1745987551
1841,31141719
1842,1035310435
1843,27096017
1844,1116943205
1845,1548130404
1846,2027433515
1847,573178612
1848,998051854
1849,2091365163
1850,509131769
1851,379855728
1852,1543127278
1853,2118731469
1854,1331379472
1855,1023909614
1856,947974270
1857,1074114759
1858,605071314
1859,59690015
1860,1603273693
1861,1613956221
1862,867256071
1863,284613545
1864,39665177
1865,479846688
1866,1412821260
1867,375583343
1868,1993049144
1869,938095743
1870,1080347405
1871,1074134218
1872,921716638
1873,1365827111
1874,1073524960
1875,1393791486
1876,683657628
1877,2002570046
1878,1428838428
1879,1623636538
1880,799110092
1881,531384339
1882,790084387
1883,1862938680
1884,1519254137
1885,519369633
1886,1255439625
1887,2021093935
1888,934615090
1889,1400761159
1890,1601505788
1891,723413076
1892,1602840958
1893,1081003149
1894,789427951
1895,975399720
1896,1681739443
1897,205985647
1898,1441214162
1899,1440796208
1900,929543613
1901,374580953
1902,1322273772
1903,1073355778
1904,1013012986
1905,2021136721
1906,197283315
1907,514729114
1908,1382475811
1909,743548657
1910,217790664
1911,489716049
1912,1784322278
1913,1490979203
1914,1023258229
1915,1416235112
1916,1506609611
1917,1782478584
1918,554252324
1919,1897601429
1920,913095828
1921,670849846
1922,1608792062
1923,1582468260
1924,1769884767
1925,620737370
1926,419819486
1927,982807074
1928,1488059158
1929,1051624068
1930,197955373
1931,309488218
1932,2128227650
1933,1859217374
1934,825391045
1935,1567910346
1936,1696274010
1937,1023454175
1938,1677290183
1939,1992533606
1940,247506943
1941,730307935
1942,625400986
1943,266905859
1944,325226959
1945,705291947
1946,1008524202
1947,2011966283
1948,1771675764
1949,323501440
1950,763340385
1951,223009019
1952,946591195
1953,140021312
1954,8061570
1955,331942059
1956,1544969183
1957,204678532
1958,508718540
1959,593044587
1960,1199980926
1961,645553028
1962,1183282301
1963,943985004
1964,487388683
1965,265358844
1966,1243937247
1967,57419112
1968,800529318
1969,2093797858
1970,449025337
1971,951446158
1972,740799837
1973,234895260
1974,127720963
1975,750595799
1976,971712406
1977,469892670
1978,1171137791
1979,1535599400
1980,1389305545
1981,517951369
1982,754233839
1983,1802206174
1984,939174863
1985,2073846938
1986,693905671
1987,232974388
1988,464041083
1989,729217547
